Source,Name,Home City,House,Race,Gender,Class,RefID,BaseID,Primary Skills,Morality,Aggression,Faction(s),Class Details,Essential,Location,Training,Merchant,Gold,Sells,Buys,Race Details,Follower,Respawns,Store,AdoptHF,Protected,Perks,Marry,StewardHF,Horses,Added by,Level ,Health ,Magicka,Stamina 
https://en.uesp.net/wiki/Skyrim:Frida,Frida,Dawnstar,None,Elder,Female,Apothecary,0001A6B5,13614,"Alchemy, Speech",No Crime,Unaggressive,CrimeFactionPale; Favor205QuestGiverFaction; JobApothecaryFaction; JobMerchantFaction; ServicesDawnstarUsefulThingsApothecary; TownDawnstarFaction,VendorApothecary,No,None,None,TRUE,500 (+500 Investor; +1000 Master Trader),See The Mortar and Pestle,"Apothecary (Animal Parts, Food, Ingredients, Poisons, Potions, Raw Food, Recipes)",NaN,No,No,The Mortar and Pestle,No,No,None,No,No,None,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Alesan,Alesan,Dawnstar,None,Redguard,Male,Child,xx003F73,xx00403C,None,No Crime,Unaggressive,BYOHDisallowGamesFaction; BYOHRelationshipAdoptableFaction; BYOHUrchin_AlesanJobFaction; CrimeFactionPale; DawnstarWindpeakInnFaction; TownDawnstarFaction,None,No,None,None,FALSE,0,None,None,Child,No,No,None,Yes,No,None,No,No,None,Hearthfire,1,50,0,50
https://en.uesp.net/wiki/Skyrim:Harlaug,Harlaug,Dawnstar,None,Nord,Male,Warrior,xx016853,xx01684E,"One-handed, Block, Heavy Armor, Two-handed",No Crime,Unaggressive,BanditFriendFaction; Blood-Kin of the Orcs; CrimeFactionPale; Faction that is friends with all Creatures; Ferry System Vendors; Friends with PredatorFaction,None,No,None,None,FALSE,0,None,None,NaN,No,Yes,None,No,Yes,None,No,No,None,Dawnguard,6,108,50,67
https://en.uesp.net/wiki/Skyrim:Irine,Irine,Dawnstar,None,Dark Elf,Female,Miner,FExxx979,FExxx938,None,No Crime,Unaggressive,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,None,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vigil Enforcer Armor Set,10,0,0,0
https://en.uesp.net/wiki/Skyrim:Rustleif,Rustleif,Dawnstar,None,Nord,Male,Blacksmith,0001A6BE,0001361E,"Smithing, Speech, Block, One-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarRustleifsHouseFaction; Favor110QuestGiverFaction; JobBlacksmithFaction; JobMerchantFaction; ServicesDawnstarRustleifSmithy; TownDawnstarFaction,VendorBlacksmith,No,None,None,TRUE,1000 (+500 Investor; +1000 Master Trader),See Rustleif's House,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",NaN,No,No,Rustleif's House,No,No,None,No,No,None,Vanilla,6,95,60,70
https://en.uesp.net/wiki/Skyrim:Seren,Seren,Dawnstar,None,Redguard,Female,Blacksmith,0001A6BF,0001361F,"One-handed, Smithing, Block, Speech",No Crime,Unaggressive,CrimeFactionPale; DawnstarRustleifsHouseFaction; JobBlacksmithFaction; JobMerchantFaction; ServicesDawnstarRustleifSmithy; TownDawnstarFaction,VendorBlacksmith,No,None,None,TRUE,1000 (+500 Investor; +1000 Master Trader),See Rustleif's House,"Blacksmith (Animal Hides, Armor, Arrows, Ore/Ingots, Tools, Weapons)",NaN,No,No,Rustleif's House,No,No,None,No,No,None,Vanilla,6,95,60,70
https://en.uesp.net/wiki/Skyrim:Silus_Vesuius,Silus Vesuius,Dawnstar,Silus Vesuius's House,Imperial,Male,Destruction Mage,000240CE,000240CC,"Destruction, Restoration, Alteration, Sneak",No Crime,Aggressive,CrimeFactionPale; Prevents filling aliases in WIGreeting; Thieves Guild No Pickpocketing Faction,CombatMageDestruction,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,20,103.94,93.5,50
https://en.uesp.net/wiki/Skyrim:Captain_Wayfinder,Captain Wayfinder,Dawnstar,None,Nord,Male,Rogue,000A17AB,13296,"One-handed, Two-handed",No Crime,Unaggressive,CrimeFactionPale; ShipsSeaSquallFaction,None,No,The Sea Squall,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,80,50,65
https://en.uesp.net/wiki/Skyrim:Guthrum,Guthrum,Dawnstar,None,Nord,Male,Ranger,0009424A,13285,"Light Armor, Two-handed",No Crime,Unaggressive,CrimeFactionPale; ShipsSeaSquallFaction,None,No,The Sea Squall,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,80,50,65
https://en.uesp.net/wiki/Skyrim:Ravam_Verethi,Ravam Verethi,Dawnstar,None,Dark Elf,Male,Rogue,000A17A8,0001413D,"Destruction, Sneak",No Crime,Unaggressive,CrimeFactionPale; ShipsSeaSquallFaction,None,No,The Sea Squall,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,80,50,65
https://en.uesp.net/wiki/Skyrim:Bulfrek,Bulfrek,Dawnstar,None,Nord,Male,Citizen,0001A6C2,13613,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarWhiteHallFaction; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,None,No,The White Hall,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Frorkmar_Banner-Torn,Frorkmar Banner-Torn,Dawnstar,None,Nord,Male,Soldier,"00077D61
00037F97",84553,"Archery, Block, One-handed, Two-handed",No Crime,Aggressive,CWDialogueSoldierFaction; CWFieldCOFaction; CWSonsFactionNPC; CWSonsFieldCOVoiceTypeFaction; Faction for CW soldiers; Guard Faction; Sons of Skyrim; Stormcloaks,None,Yes,"The White Hall,, Pale Stormcloak Camp",None,FALSE,0,None,None,NaN,No,No,None,No,No,Extra Damage,No,No,None,Vanilla,2.5,62,50,60.8
https://en.uesp.net/wiki/Skyrim:Gregor,Gregor,Dawnstar,None,Nord,Male,Warrior,xx00521F,xx00521E,"Heavy Armor, One-handed, Archery, Block",Any Crime,Aggressive,BYOHHousecarlFaction; BYOHHousecarlPaleCrimeFaction; CurrentFollowerFaction; PlayerFaction; PlayerHousecarlFaction; PotentialFollowerFaction; PotentialMarriageFaction,CombatWarrior1H,No,The White Hall,None,FALSE,0,None,None,NaN,Yes,No,None,No,Yes,None,Yes,Yes,None,Hearthfire,10,438,50,147
https://en.uesp.net/wiki/Skyrim:Skald,Skald,Dawnstar,The White Hall,Elder,Male,Warrior,0001A6C0,13620,"Heavy Armor, One-handed, Archery, Block",No Crime,Unaggressive,CrimeFactionPale; Favor153QuestGiverFaction; Favor256QuestGiverFaction; JobJarlFaction; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,CombatWarrior1H,Yes,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Jod,Jod,Dawnstar,None,Nord,Male,Warrior,0001A6C1,13618,"Heavy Armor, One-handed, Archery, Block",No Crime,Unaggressive,CrimeFactionPale; Ruling Government; Sons of Skyrim Government; TownDawnstarFaction,CombatWarrior1H,Yes,The White Hall,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,155.3,50,79.7
https://en.uesp.net/wiki/Skyrim:Madena,Madena,Dawnstar,None,Breton,Female,Destruction Mage,0001A6C3,0001361D,"Destruction, Restoration, Alteration, Conjuration, Sneak",No Crime,Unaggressive,CrimeFactionPale; DawnstarWhiteHallFaction; JobMerchantFaction; JobSpellFaction; ServicesDawnstarCourtWizard; TownDawnstarFaction,CombatMageDestruction,No,None,None,TRUE,500 (+1000 Master Trader),See Standard Merchandise,"Spells (Books, Clothing, Daedric Artifacts, Jewelry, Scrolls, Soul Gems, Spell Tomes, Staves)",NaN,No,No,The White Hall,No,No,None,No,No,None,Vanilla,15,167,143,50
https://en.uesp.net/wiki/Skyrim:Abelone,Abelone,Dawnstar,None,Nord,Female,Citizen,87750,0008774F,Two-handed,No Crime,Unaggressive,CrimeFactionPale; DawnstarWindpeakInnFaction; TownDawnstarFaction,None,No,Windpeak Inn,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Alding,Alding,Dawnstar,None,Nord,Male,Warrior,0005226A,52268,None,No Crime,Aggressive,MS10BloodHorkerFaction,CombatWarrior1H,No,Windpeak Inn,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Erandur,Erandur,Dawnstar,None,Dark Elf,Male,Priest,24280,0002427D,"Restoration, Speech, Alchemy, Conjuration, Smithing",No Crime,Unaggressive,DA16VaerminaDreamFaction; PotentialFollowerFaction,None,"Yes, until decision point in Waking Nightmare","Windpeak Inn,, Nightcaller Temple",None,FALSE,0,None,None,NaN,Yes,No,None,No,No,None,No,No,None,Vanilla,15,325,50,230
https://en.uesp.net/wiki/Skyrim:Gjuk,Gjuk,Dawnstar,None,Nord,Male,Warrior,0005226C,52269,None,No Crime,Aggressive,MS10BloodHorkerFaction,CombatWarrior1H,No,Windpeak Inn,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Irlof,Irlof,Dawnstar,None,Nord,Male,Warrior,0005226B,52267,None,No Crime,Aggressive,MS10BloodHorkerFaction,CombatWarrior1H,No,Windpeak Inn,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Karita_(bard),Karita,Dawnstar,None,Nord,Female,Bard,0001A6C7,0001361A,Speech,No Crime,Unaggressive,BardSingerFaction; BardSingerNoAutostart; CrimeFactionPale; DawnstarWindpeakInnFaction; JobBardFaction; TownDawnstarFaction,None,No,Windpeak Inn,None,TRUE,100,See Windpeak Inn,"Innkeeper (Food, Raw Food)",NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,89,72,64
https://en.uesp.net/wiki/Skyrim:Stig_Salt-Plank,Stig Salt-Plank,Dawnstar,None,Nord,Male,Warrior,0001DC01,0001DC00,None,No Crime,Unaggressive,MS10BloodHorkerFaction,CombatWarrior1H,No,Windpeak Inn,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Thoring,Thoring,Dawnstar,None,Nord,Male,Food Vendor,0001A6C8,13621,"Speech, One-handed, Pickpocket, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarWindpeakInnFaction; JobInnkeeperFaction; JobMerchantFaction; JobRentRoomFaction; Prevents filling aliases in WIGreeting; TownDawnstarFaction,None,No,None,None,TRUE,100,See Windpeak Inn,"Innkeeper (Food, Raw Food)",NaN,No,No,Windpeak Inn,No,No,None,No,No,None,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Vereth,Vereth,Dawnstar,None,High Elf,Male,Miner,FExxx936,FExxx935,None,No Crime,Unaggressive,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,None,No,Windpeak Inn,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vigil Enforcer Armor Set,10,0,0,0
https://en.uesp.net/wiki/Skyrim:Borgny,Borgny,Dawnstar,None,Nord,Male,Miner,000877B3,000877B2,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,None,No,Quicksilver Mine,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Edith,Edith,Dawnstar,None,Nord,Female,Miner,000877B0,000877AF,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,None,No,Quicksilver Mine,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Fenrik,Fenrik,Dawnstar,None,Nord,Male,Vigilant,FExxx8E4,FExxx95F,"Block, Heavy Armor, One-handed, Alteration, Restoration",No Crime,Aggressive,WIPlayerEnemyFaction,None,No,Quicksilver Mine,None,FALSE,0,None,None,"Vampire, Undead",No,No,None,No,No,None,No,No,None,Vigil Enforcer Armor Set,10,140,65.3,79.7
https://en.uesp.net/wiki/Skyrim:Harald,Harald,Dawnstar,None,Nord,Male,Miner,FExxx934,FExxx92B,None,Indeterminate,Indeterminate,CrimeFactionPale; TownDawnstarFaction; DawnstarQuicksilverMinerFaction,None,No,Quicksilver Mine,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vigil Enforcer Armor Set,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Lond,Lond,Dawnstar,None,Nord,Male,Miner,0001A6C6,0001361C,"Smithing, Two-handed",No Crime,Unaggressive,CrimeFactionPale; DawnstarQuicksilverMinerFaction; TownDawnstarFaction,None,No,Quicksilver Mine,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,6,91,67,67
https://en.uesp.net/wiki/Skyrim:Indara_Caerellia,Indara Caerellia,Falkreath,Corpselight Farm,Imperial,Female,Warrior,19819,0001364F,"Heavy Armor, One-handed, Restoration",No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathCorpselightFarmFaction; TownFalkreathFaction,CombatWarrior1H,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,85,50,60
https://en.uesp.net/wiki/Skyrim:Mathies,Mathies,Falkreath,Corpselight Farm,Nord,Male,Farmer,0001981A,0001364E,Two-handed,No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathCorpselightFarmFaction; FavorJobsGatherWheatFaction; TownFalkreathFaction,None,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Arcturus,Arcturus,None,None,Imperial,Male,Penitus Oculatus,0004D6CF,0004D6CA,"One-handed, Destruction, Heavy Armor",No Crime,Aggressive,DBPenitusOculatusFaction; PenitusOculatusFaction,None,No,Dark Brotherhood Sanctuary,None,FALSE,0,None,None,NaN,No,No,None,No,Yes,None,No,No,None,Vanilla,12,166.5,86.5,87
https://en.uesp.net/wiki/Skyrim:Arnbjorn,Arnbjorn,None,None,Nord,Male,Assassin,0001BDE7,0001BDB0,"One-handed, Sneak, Archery, Light Armor",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatAssassin,Yes,Dark Brotherhood Sanctuary,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,224.7,65.3,145
https://en.uesp.net/wiki/Skyrim:Astrid,Astrid,None,None,Nord,Female,Assassin,0001BDE8,0001BDB4,"One-handed, Sneak, Archery, Light Armor",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatAssassin,"Yes, from Sanctuary to Death Incarnate","Abandoned Shack, Dark Brotherhood Sanctuary",None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,324.7,65.3,295
https://en.uesp.net/wiki/Skyrim:Festus_Krex,Festus Krex,None,None,Elder,Male,Destruction Mage,0001D4BB,0001BDB2,"Destruction, Restoration, Alteration, Sneak",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatMageDestruction,Yes,Dark Brotherhood Sanctuary,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,174.7,310.3,50
https://en.uesp.net/wiki/Skyrim:Gabriella,Gabriella,None,None,Dark Elf,Female,Assassin,0001BDEB,0001BDB8,"One-handed, Sneak, Archery, Light Armor",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatAssassin,Yes,Dark Brotherhood Sanctuary,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,224.7,90.3,95
https://en.uesp.net/wiki/Skyrim:Veezara,Veezara,None,None,Argonian,Male,Assassin,0001C3AE,0001C3AA,"One-handed, Sneak, Archery, Light Armor",No Crime,Aggressive,The Dark Brotherhood; FavorExcludedFaction,CombatAssassin,No,Dark Brotherhood Sanctuary,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,424.7,65.3,95
https://en.uesp.net/wiki/Skyrim:Delacourt,Delacourt,Falkreath,None,Breton,Male,Rogue,72667,72663,Conjuration,No Crime,Unaggressive,BardSingerFaction; CrimeFactionFalkreath; FalkreathDeadMansDrinkFaction; JobBardFaction; TownFalkreathFaction,None,No,None,None,FALSE,0,None,None,NaN,No,No,Dead Man's Drink,No,No,None,No,No,None,Vanilla,4,80,50,65
https://en.uesp.net/wiki/Skyrim:Narri,Narri,Falkreath,None,Nord,Female,Citizen,0003A199,13654,Two-handed,No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathDeadMansDrinkFaction; Server; TownFalkreathFaction,None,No,None,None,FALSE,0,None,None,NaN,No,No,Dead Man's Drink,No,No,None,No,No,None,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Valdr,Valdr,Falkreath,Dead Man's Drink,Nord,Male,Bandit Archer,000411B9,000411BA,"Archery, Light Armor, One-handed, Sneak",No Crime,Aggressive,CrimeFactionFalkreath; TownFalkreathFaction; dunMossMotherValdrFaction,None,No,Outside of Moss Mother Cavern,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,10,149,50,86
https://en.uesp.net/wiki/Skyrim:Valga_Vinicia,Valga Vinicia,Falkreath,None,Imperial,Female,Food Vendor,0003A198,13655,Restoration,No Crime,Unaggressive,CrimeFactionFalkreath; Dead Mans Drink; FalkreathDeadMansDrinkFaction; TownFalkreathFaction,None,No,None,None,TRUE,100,See Dead Man's Drink,"Innkeeper (Food, Raw Food)",NaN,No,No,Dead Man's Drink,No,No,None,No,No,None,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Dengeir_of_Stuhn,Dengeir of Stuhn,Falkreath,Dengeir's House,Nord,Male,Warrior,0001981B,0001365A,"One-handed, Two-handed",No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Favor018QuestGiverFaction; Favor258QuestGiverFaction; NPCs the Player cannot marry; Sons of Skyrim Government; TownFalkreathFaction,None,Yes,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,85,50,60
https://en.uesp.net/wiki/Skyrim:Tekla,Tekla,Falkreath,Dengeir's House,Nord,Female,Citizen,0001981C,13656,Two-handed,No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Sons of Skyrim Government; TownFalkreathFaction,None,Yes,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,75,60,60
https://en.uesp.net/wiki/Skyrim:Thadgeir,Thadgeir,Falkreath,Dengeir's House,Nord,Male,Warrior,0004E5EA,0004E5E9,"One-handed, Two-handed",No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathDengeirsHallFaction; Favor001QuestGiverFaction; Imperial Government; Sons of Skyrim Government; TownFalkreathFaction,CombatWarrior1H,No,None,None,FALSE,0,None,None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,85,50,60
https://en.uesp.net/wiki/Skyrim:Falkreath_Guard,Falkreath Guard,None,None,Nord,Male,Warrior,N/A,000EC6E7,None,Indeterminate,Indeterminate,CrimeFactionFalkreath; Imperial Legion; NPC faction; Guard Faction; Dialogue Faction for Falkreath Hold Guards; GuardFaction,None,No,Falkreath,None,FALSE,0,None,None,NaN,No,Yes,None,No,No,None,No,No,None,Vanilla,20,0,0,0
https://en.uesp.net/wiki/Skyrim:Sinding,Sinding,None,None,Nord,Male,Warrior,0006C1B8,0006C1B7,None,No Crime,Unaggressive,dunBloatedMan_SindingFaction,CombatWarrior1H,No,"Falkreath Jail, Bloated Man's Grotto",None,FALSE,0,None,None,NaN,No,No,None,No,Yes,None,No,No,None,Vanilla,1,50,50,50
https://en.uesp.net/wiki/Skyrim:Zaria,Zaria,Falkreath,None,Redguard,Female,Warrior,0003A19B,0003A19A,None,No Crime,Aggressive,CrimeFactionFalkreath; FalkreathGraveConcoctionsFaction; JobHousecarlFaction; JobLumberjackFaction; JobMerchantFaction; ServicesFalkreathGraveConcoctions; TownFalkreathFaction,CombatWarrior1H,Yes,None,None,TRUE,500 (+1000 Master Trader),See Grave Concoctions,"Apothecary (Animal Parts, Food, Ingredients, Poisons, Potions, Raw Food, Recipes)",NaN,No,No,Grave Concoctions,No,No,None,No,No,None,Vanilla,5,50,50,50
https://en.uesp.net/wiki/Skyrim:Bolund,Bolund,Falkreath,Gray Pine Goods,Nord,Male,Warrior,0001981F,13651,"One-handed, Two-handed",No Crime,Unaggressive,CrimeFactionFalkreath; FalkreathGrayPineGoodsFaction; JobLumberjackFaction; TownFalkreathFaction,CombatWarrior1H,No,None,None,TRUE,0,Lumber(HF),None,NaN,No,No,None,No,No,None,No,No,None,Vanilla,4,85,50,60
