name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
HD 47366 b,275.0,6.11151,Gas Giant,2016,2.3,Jupiter,1.19,Jupiter,1.28,0.98343605,0.06,Radial Velocity
HD 47366 c,275.0,6.11151,Gas Giant,2016,1.88,Jupiter,1.2,Jupiter,1.97,1.9,0.1,Radial Velocity
HD 47536 b,400.0,5.25,Gas Giant,2002,7.32,Jupiter,1.13,Jupiter,1.93,2.0,0.2,Radial Velocity
HD 4760 b,1755.0,7.51,Gas Giant,2021,13.9,Jupiter,1.1,Jupiter,1.14,1.1882273,0.23,Radial Velocity
HD 48265 b,295.0,8.05,Gas Giant,2008,1.525,Jupiter,1.21,Jupiter,1.814,2.1,0.21,Radial Velocity
HD 4917 b,666.0,8.03,Gas Giant,2018,1.615,Jupiter,1.21,Jupiter,1.167,1.0965092,0.07,Radial Velocity
HD 49674 b,140.0,8.1,Neptune-like,2002,31.783,Earth,0.553,Jupiter,0.06,0.013415469,0.09,Radial Velocity
HD 50499 b,151.0,7.21,Gas Giant,2005,1.636,Jupiter,1.2,Jupiter,3.833,6.7,0.27,Radial Velocity
HD 50499 c,151.0,7.21,Gas Giant,2019,2.93,Jupiter,1.17,Jupiter,9.02,23.6,0.0,Radial Velocity
HD 50554 b,102.0,6.8561,Gas Giant,2002,4.954,Jupiter,1.15,Jupiter,2.353,3.5,0.5,Radial Velocity
HD 51608 b,114.0,8.17,Neptune-like,2019,12.77,Earth,0.323,Jupiter,0.1059,0.038603697,0.09,Radial Velocity
HD 51608 c,114.0,8.17,Neptune-like,2019,14.31,Earth,0.346,Jupiter,0.3809,0.2625599,0.14,Radial Velocity
HD 52265 b,98.0,6.29351,Gas Giant,2000,1.21,Jupiter,1.22,Jupiter,0.52,0.32662562,0.27,Radial Velocity
HD 5278 b,188.0,7.94,Neptune-like,2021,7.8,Earth,0.219,Jupiter,0.1202,0.039151266,0.08,Transit
HD 5278 c,188.0,7.94,Neptune-like,2021,18.4,Earth,0.401,Jupiter,0.2416,0.1119781,0.07,Radial Velocity
HD 5319 b,396.0,8.05,Gas Giant,2007,1.556,Jupiter,1.21,Jupiter,1.57,1.7,0.09,Radial Velocity
HD 5319 c,396.0,8.05,Gas Giant,2014,1.053,Jupiter,1.23,Jupiter,1.93,2.4,0.18,Radial Velocity
HD 55696 b,254.0,7.95,Gas Giant,2018,3.87,Jupiter,1.16,Jupiter,3.18,5.0,0.71,Radial Velocity
HD 5583 b,715.0,7.604,Gas Giant,2016,5.78,Jupiter,1.14,Jupiter,0.53,0.38165638,0.08,Radial Velocity
HD 5608 b,190.0,6.00272,Gas Giant,2012,1.681,Jupiter,1.2,Jupiter,1.911,2.1,0.06,Radial Velocity
HD 56414 b,888.0,9.217,Neptune-like,2022,13.3,Earth,0.331,Jupiter,0.229,0.07939767,0.68,Transit
HD 564 b,167.0,8.32,Gas Giant,2014,0.33,Jupiter,1.12,Jupiter,1.2,1.3478439,0.1,Radial Velocity
HD 56957 b,201.0,7.57,Gas Giant,2022,5.95712,Jupiter,1.14,Jupiter,6.431189,16.1,0.27,Radial Velocity
HD 5891 b,925.0,8.09,Gas Giant,2011,7.63,Jupiter,1.13,Jupiter,0.64,0.48487338,0.07,Radial Velocity
HD 59686 A b,291.0,5.44299,Gas Giant,2016,6.92,Jupiter,1.13,Jupiter,1.086,0.8197125,0.05,Radial Velocity
HD 60292 b,1028.0,6.94657,Gas Giant,2020,6.5,Jupiter,1.13,Jupiter,1.5,1.3563312,0.27,Radial Velocity
HD 60532 b,85.0,4.44,Gas Giant,2008,1.06,Jupiter,1.23,Jupiter,0.77,0.55277205,0.26,Radial Velocity
HD 60532 c,85.0,4.44,Gas Giant,2008,2.51,Jupiter,1.18,Jupiter,1.6,1.6,0.03,Radial Velocity
HD 62364 b,173.0,7.32,Gas Giant,2022,17.42688,Jupiter,1.09,Jupiter,18.992329,75.1,0.86,Radial Velocity
HD 62364 c,173.0,7.32,Gas Giant,2022,24.80132,Jupiter,1.07,Jupiter,36.876427,205.0,0.77,Radial Velocity
HD 62509 b,34.0,1.12512,Gas Giant,2006,2.3,Jupiter,1.19,Jupiter,1.64,1.6,0.02,Radial Velocity
HD 62549 b,161.0,7.72,Gas Giant,2022,8.72588,Jupiter,1.12,Jupiter,11.786592,39.2,0.15,Radial Velocity
HD 63433 b,73.0,6.92035,Neptune-like,2020,5.27,Earth,2.15,Earth,0.0719,0.01943874,0.0,Transit
HD 63433 c,73.0,6.92035,Neptune-like,2020,7.61,Earth,0.238,Jupiter,0.1458,0.056125943,0.0,Transit
HD 63454 b,123.0,9.37,Gas Giant,2005,0.25,Jupiter,1.098,Jupiter,0.04,0.007665982,0.0,Radial Velocity
HD 63765 b,106.0,8.1,Gas Giant,2009,0.53,Jupiter,1.27,Jupiter,0.94,0.9801506,0.24,Radial Velocity
HD 63935 b,160.0,8.58,Neptune-like,2021,10.8,Earth,0.267,Jupiter,,0.024914443,0.0,Transit
HD 63935 c,160.0,8.58,Neptune-like,2021,11.1,Earth,0.259,Jupiter,,0.058590006,0.0,Radial Velocity
HD 64114 b,103.0,7.71,Neptune-like,2019,17.8,Earth,0.393,Jupiter,0.246,0.12539357,0.12,Radial Velocity
HD 64121 b,424.0,7.43,Gas Giant,2022,2.56,Jupiter,1.18,Jupiter,1.51,1.7,0.11,Radial Velocity
HD 6434 b,138.0,7.72,Gas Giant,2003,0.49,Jupiter,1.27,Jupiter,0.14,0.060232718,0.17,Radial Velocity
HD 65216 b,115.0,7.97,Gas Giant,2003,1.295,Jupiter,1.22,Jupiter,1.301,1.6,0.27,Radial Velocity
HD 65216 c,115.0,7.97,Gas Giant,2013,2.03,Jupiter,1.19,Jupiter,5.75,14.7,0.17,Radial Velocity
HD 66141 b,222.0,4.37821,Gas Giant,2012,6.0,Jupiter,1.14,Jupiter,1.2,1.3155373,0.07,Radial Velocity
HD 66428 b,174.0,8.25,Gas Giant,2005,10.78131,Jupiter,1.11,Jupiter,3.39291,6.2,0.47,Radial Velocity
HD 66428 c,174.0,8.25,Gas Giant,2021,2.4173,Jupiter,1.18,Jupiter,9.418207,28.7,0.21,Radial Velocity
HD 67087 b,250.0,8.05,Gas Giant,2015,3.06,Jupiter,1.17,Jupiter,1.08,0.96427107,0.17,Radial Velocity
HD 67087 c,250.0,8.05,Gas Giant,2015,4.85,Jupiter,1.15,Jupiter,3.86,6.5,0.76,Radial Velocity
HD 6718 b,167.0,8.45,Gas Giant,2009,1.68,Jupiter,1.2,Jupiter,3.55,6.8,0.1,Radial Velocity
HD 68402 b,256.0,9.11,Gas Giant,2016,3.07,Jupiter,1.17,Jupiter,2.18,3.0,0.03,Radial Velocity
HD 68988 b,198.0,8.2,Gas Giant,2001,1.97,Jupiter,1.2,Jupiter,0.07,0.017248461,0.12,Radial Velocity
HD 68988 c,198.0,8.2,Gas Giant,2021,15.0,Jupiter,1.09,Jupiter,13.2,43.8,0.45,Radial Velocity
HD 69123 b,245.0,5.77,Gas Giant,2022,3.04,Jupiter,1.17,Jupiter,2.482,3.3,0.19,Radial Velocity
HD 69830 b,41.0,5.96004,Neptune-like,2006,10.2,Earth,0.283,Jupiter,0.0785,0.023819301,0.1,Radial Velocity
HD 69830 c,41.0,5.96004,Neptune-like,2006,11.8,Earth,0.309,Jupiter,0.186,0.08651608,0.13,Radial Velocity
HD 69830 d,41.0,5.96004,Neptune-like,2006,18.1,Earth,0.397,Jupiter,0.63,0.5393566,0.07,Radial Velocity
HD 70573 b,193.0,8.667,Gas Giant,2007,6.1,Jupiter,1.14,Jupiter,1.76,2.3,0.4,Radial Velocity
HD 70642 b,95.0,7.17,Gas Giant,2003,1.993,Jupiter,1.19,Jupiter,3.318,5.8,0.18,Radial Velocity
HD 7199 b,118.0,8.06,Gas Giant,2011,0.27,Jupiter,0.993,Jupiter,1.36,1.7,0.19,Radial Velocity
HD 72490 b,412.0,7.82,Gas Giant,2018,1.768,Jupiter,1.2,Jupiter,1.88,2.4,0.12,Radial Velocity
HD 72659 b,169.0,7.46,Gas Giant,2002,3.37143,Jupiter,1.17,Jupiter,4.689125,9.7,0.26,Radial Velocity
HD 72659 c,169.0,7.46,Gas Giant,2022,18.71468,Jupiter,1.08,Jupiter,13.940621,49.9,0.09,Radial Velocity
HD 72892 b,227.0,8.83,Gas Giant,2016,5.46348,Jupiter,1.14,Jupiter,0.227825,0.107871324,0.42,Radial Velocity
HD 73267 b,164.0,8.9,Gas Giant,2008,4.17014,Jupiter,1.16,Jupiter,2.227469,3.4,0.26,Radial Velocity
HD 73267 c,164.0,8.9,Gas Giant,2022,5.40071,Jupiter,1.14,Jupiter,12.621165,46.8,0.09,Radial Velocity
HD 73526 b,317.0,8.99,Gas Giant,2002,3.08,Jupiter,1.17,Jupiter,0.65,0.5155373,0.19,Radial Velocity
HD 73526 c,317.0,8.99,Gas Giant,2005,2.25,Jupiter,1.19,Jupiter,1.03,1.0379193,0.28,Radial Velocity
HD 73534 b,272.0,8.23,Gas Giant,2008,1.112,Jupiter,1.23,Jupiter,2.99,4.8,0.13,Radial Velocity
HD 73583 b,103.0,9.67,Neptune-like,2022,10.2,Earth,0.249,Jupiter,0.0604,0.017522246,0.09,Transit
HD 73583 c,103.0,9.67,Super Earth,2022,9.7,Earth,0.213,Jupiter,0.1242,0.051745377,0.08,Transit
HD 74156 b,188.0,7.61,Gas Giant,2003,1.67333,Jupiter,1.2,Jupiter,0.280148,0.1412731,0.64,Radial Velocity
HD 74156 c,188.0,7.61,Gas Giant,2003,9.10703,Jupiter,1.12,Jupiter,3.676463,6.7,0.38,Radial Velocity
HD 7449 b,126.0,7.5,Gas Giant,2011,8.34612,Jupiter,1.12,Jupiter,2.43855,3.5,0.75,Radial Velocity
HD 75289 b,95.0,6.35,Gas Giant,1999,0.49,Jupiter,1.27,Jupiter,0.05,0.009582478,0.03,Radial Velocity
HD 75784 b,279.0,7.84,Gas Giant,2014,1.0,Jupiter,1.23,Jupiter,1.032,0.93415475,0.1,Radial Velocity
HD 75784 c,279.0,7.84,Gas Giant,2018,5.64,Jupiter,1.14,Jupiter,8.4,21.6,0.49,Radial Velocity
HD 75898 b,255.0,8.03,Gas Giant,2007,2.71,Jupiter,1.18,Jupiter,1.191,1.157837,0.11,Radial Velocity
HD 76700 b,199.0,8.16,Gas Giant,2002,0.21,Jupiter,0.856,Jupiter,0.05,0.0109514035,0.09,Radial Velocity
HD 76920 b,600.0,7.83,Gas Giant,2017,3.93,Jupiter,1.16,Jupiter,1.149,1.1373032,0.86,Radial Velocity
HD 77338 b,150.0,8.63,Neptune-like,2012,15.9,Earth,0.368,Jupiter,0.06,0.015605749,0.09,Radial Velocity
HD 79181 b,337.0,5.72,Gas Giant,2021,0.64,Jupiter,1.26,Jupiter,0.9,0.74770707,0.26,Radial Velocity
HD 7924 b,55.0,7.17896,Neptune-like,2008,6.3566,Earth,0.214,Jupiter,0.06,0.014784395,0.06,Radial Velocity
HD 7924 c,55.0,7.17896,Neptune-like,2015,7.86,Earth,0.243,Jupiter,0.1134,0.041889116,0.1,Radial Velocity
HD 7924 d,55.0,7.17896,Neptune-like,2015,6.44,Earth,0.216,Jupiter,0.1551,0.067077346,0.21,Radial Velocity
HD 79498 b,160.0,8.05,Gas Giant,2011,1.34,Jupiter,1.22,Jupiter,2.98,5.0,0.58,Radial Velocity
HD 80606 b,217.0,9.06,Gas Giant,2001,4.38,Jupiter,1.07,Jupiter,0.4565,0.30499658,0.93,Radial Velocity
HD 80653 b,358.0,9.452,Super Earth,2020,5.6,Earth,1.613,Earth,0.0166,0.0019164955,0.0,Transit
HD 80869 b,279.0,8.48,Gas Giant,2021,5.65664,Jupiter,1.14,Jupiter,2.906141,4.8,0.92,Radial Velocity
HD 80883 b,113.0,8.6,Gas Giant,2022,5.47697,Jupiter,1.14,Jupiter,6.497354,17.5,0.2,Radial Velocity
HD 80913 b,200.0,7.49,Gas Giant,2022,23.50131,Jupiter,1.07,Jupiter,9.88693,29.7,0.31,Radial Velocity
HD 81040 b,112.0,7.72,Gas Giant,2005,6.83498,Jupiter,1.13,Jupiter,1.988479,2.8,0.56,Radial Velocity
HD 81688 b,280.0,5.39755,Gas Giant,2007,2.7,Jupiter,1.18,Jupiter,0.81,0.50376457,0.0,Radial Velocity
HD 81817 b,878.0,4.26489,Gas Giant,2020,26.53603,Jupiter,1.07,Jupiter,3.233953,2.8,0.1,Radial Velocity
HD 81817 c,878.0,4.26489,Gas Giant,2022,22.59251,Jupiter,1.07,Jupiter,2.324089,1.7,0.1,Radial Velocity
HD 82886 b,414.0,7.62,Gas Giant,2011,2.33,Jupiter,1.19,Jupiter,1.58,1.9,0.07,Radial Velocity
HD 82943 b,90.0,6.54993,Gas Giant,2003,1.681,Jupiter,1.2,Jupiter,1.18306,1.2087611,0.16,Radial Velocity
HD 82943 c,90.0,6.54993,Gas Giant,2003,1.959,Jupiter,1.2,Jupiter,0.74345,0.602601,0.37,Radial Velocity
HD 8326 b,100.0,8.76,Gas Giant,2019,0.20955,Jupiter,0.855,Jupiter,0.533,0.43531826,0.2,Radial Velocity
HD 83443 b,133.0,8.23,Gas Giant,2002,0.402,Jupiter,1.25,Jupiter,0.0406,0.008213553,0.01,Radial Velocity
HD 83443 c,133.0,8.23,Gas Giant,2022,1.5,Jupiter,1.21,Jupiter,8.0,22.6,0.76,Radial Velocity
HD 8535 b,181.0,7.7,Gas Giant,2010,0.68,Jupiter,1.25,Jupiter,2.45,3.6,0.15,Radial Velocity
HD 85390 b,109.0,8.54,Neptune-like,2009,31.46517,Earth,0.55,Jupiter,1.373,2.2,0.5,Radial Velocity
HD 85512 b,37.0,7.67,Super Earth,2011,3.6,Earth,1.72,Earth,0.26,0.15989049,0.11,Radial Velocity
HD 8574 b,146.0,7.12,Gas Giant,2002,2.03,Jupiter,1.19,Jupiter,0.76,0.62149215,0.3,Radial Velocity
HD 86065 b,132.0,9.36,Gas Giant,2022,8.81576,Jupiter,1.12,Jupiter,16.10719,70.6,0.22,Radial Velocity
HD 86081 b,339.0,8.73,Gas Giant,2006,1.48,Jupiter,1.21,Jupiter,0.0346,0.0057494864,0.01,Radial Velocity
HD 86226 b,149.0,7.93,Gas Giant,2009,0.45,Jupiter,1.28,Jupiter,2.73,4.5,0.06,Radial Velocity
HD 86226 c,149.0,7.93,Super Earth,2020,7.25,Earth,2.16,Earth,0.049,0.0109514035,0.08,Transit
HD 86264 b,221.0,7.41,Gas Giant,2009,12.81667,Jupiter,1.1,Jupiter,2.762119,4.1,0.82,Radial Velocity
HD 8673 b,124.0,6.331,Gas Giant,2009,13.40117,Jupiter,1.1,Jupiter,2.965265,4.5,0.73,Radial Velocity
HD 86950 b,684.0,7.47,Gas Giant,2016,3.6,Jupiter,1.16,Jupiter,2.72,3.5,0.17,Radial Velocity
HD 87646 b,240.0,8.07,Gas Giant,2016,12.4,Jupiter,1.1,Jupiter,0.117,0.036960986,0.05,Radial Velocity
HD 87883 b,60.0,7.56,Gas Giant,2009,5.36602,Jupiter,1.14,Jupiter,4.051612,9.1,0.71,Radial Velocity
HD 88072 b,117.0,7.55,Gas Giant,2022,8.07325,Jupiter,1.12,Jupiter,13.912743,50.8,0.16,Radial Velocity
HD 88133 b,240.0,8.01852,Gas Giant,2004,1.02,Jupiter,1.23,Jupiter,0.0479,0.009308693,0.03,Radial Velocity
HD 89307 b,104.0,7.02569,Gas Giant,2009,2.11,Jupiter,1.19,Jupiter,3.27,5.9,0.2,Radial Velocity
HD 89345 b,432.0,9.38,Neptune-like,2018,34.9613,Earth,0.66,Jupiter,0.1066,0.03230664,0.22,Transit
HD 89744 b,126.0,5.73469,Gas Giant,1999,8.35,Jupiter,1.12,Jupiter,0.917,0.70308006,0.68,Radial Velocity
HD 90156 b,72.0,6.92,Neptune-like,2009,17.98,Earth,0.395,Jupiter,0.25,0.13634497,0.31,Radial Velocity
HD 9174 b,266.0,8.4,Gas Giant,2016,1.11,Jupiter,1.23,Jupiter,2.2,3.2,0.12,Radial Velocity
HD 92788 b,113.0,7.31637,Gas Giant,2000,3.76,Jupiter,1.16,Jupiter,0.97,0.89199173,0.35,Radial Velocity
HD 92788 c,113.0,7.31637,Gas Giant,2019,3.67,Jupiter,1.16,Jupiter,10.5,31.8,0.46,Radial Velocity
HD 93083 b,93.0,8.3,Gas Giant,2005,0.37,Jupiter,1.2,Jupiter,0.477,0.3931554,0.14,Radial Velocity
HD 93351 b,183.0,9.12,Super Earth,2022,3.53853,Earth,1.7,Earth,0.034915,0.0068446267,-0.13,Radial Velocity
HD 93351 c,183.0,9.12,Gas Giant,2022,13.31055,Jupiter,1.1,Jupiter,11.342789,38.4,0.11,Radial Velocity
HD 93385 b,141.0,7.49,Super Earth,2021,4.2,Earth,1.88,Earth,0.0756,0.019986311,0.295,Radial Velocity
HD 93385 c,141.0,7.49,Neptune-like,2021,7.1,Earth,0.229,Jupiter,0.112,0.03613963,0.2,Radial Velocity
HD 93385 d,141.0,7.49,Neptune-like,2021,8.7,Earth,0.258,Jupiter,0.2565,0.12566735,0.09,Radial Velocity
HD 93963 A b,269.0,9.182,Super Earth,2022,7.8,Earth,1.35,Earth,0.02085,0.0027378509,0.0,Transit
HD 93963 A c,269.0,9.182,Super Earth,2022,19.2,Earth,0.288,Jupiter,0.04813,0.009856262,0.0,Transit
HD 9446 b,164.0,8.35,Gas Giant,2009,0.7,Jupiter,1.25,Jupiter,0.189,0.08240931,0.2,Radial Velocity
HD 9446 c,164.0,8.35,Gas Giant,2009,1.82,Jupiter,1.2,Jupiter,0.654,0.5281314,0.06,Radial Velocity
HD 94834 b,320.0,7.6,Gas Giant,2018,1.26,Jupiter,1.22,Jupiter,2.74,4.3,0.14,Radial Velocity
HD 95086 b,281.0,7.36,Gas Giant,2013,5.0,Jupiter,1.15,Jupiter,55.7,328.8,0.0,Direct Imaging
HD 95089 b,447.0,7.92,Gas Giant,2009,1.26,Jupiter,1.22,Jupiter,1.36,1.2714579,0.12,Radial Velocity
HD 95089 c,447.0,7.92,Gas Giant,2018,3.45,Jupiter,1.17,Jupiter,3.33,4.9,0.28,Radial Velocity
HD 95127 b,2207.0,8.15,Gas Giant,2015,10.63,Jupiter,1.11,Jupiter,1.28,1.3196441,0.11,Radial Velocity
HD 95338 b,121.0,8.62,Gas Giant,2020,0.13353,Jupiter,0.347,Jupiter,0.262,0.15085557,0.2,Radial Velocity
HD 95544 b,286.0,8.39,Gas Giant,2021,6.63332,Jupiter,1.13,Jupiter,3.167126,5.6,0.05,Radial Velocity
HD 95735 c,19.0,7.49,Neptune-like,2021,13.6,Earth,0.335,Jupiter,2.94,8.1,0.13,Radial Velocity
HD 95872 b,236.0,9.955,Gas Giant,2015,3.74,Jupiter,1.16,Jupiter,5.15,12.0,0.06,Radial Velocity
HD 96063 b,457.0,8.21,Gas Giant,2011,1.27,Jupiter,1.22,Jupiter,1.11,0.9924709,0.17,Radial Velocity
HD 96127 b,1917.0,7.40521,Gas Giant,2011,20.96,Jupiter,1.08,Jupiter,1.42,1.8,0.3,Radial Velocity
HD 96167 b,278.0,8.09,Gas Giant,2009,0.717,Jupiter,1.25,Jupiter,1.332,1.3634497,0.69,Radial Velocity
HD 96700 b,83.0,6.51,Neptune-like,2021,8.9,Earth,0.261,Jupiter,0.0777,0.022176592,0.138,Radial Velocity
HD 96700 c,83.0,6.51,Super Earth,2021,3.5,Earth,1.69,Earth,0.141,0.05448323,0.293,Radial Velocity
HD 96700 d,83.0,6.51,Neptune-like,2021,12.7,Earth,0.322,Jupiter,0.424,0.28336754,0.27,Radial Velocity
HD 96992 b,1292.0,8.57,Gas Giant,2021,1.14,Jupiter,1.22,Jupiter,1.24,1.4,0.41,Radial Velocity
HD 97037 b,106.0,6.81828,Gas Giant,2022,20.99889,Jupiter,1.08,Jupiter,6.91483,17.7,0.36,Radial Velocity
HD 97048 b,600.0,8.44,Gas Giant,2019,2.5,Jupiter,1.18,Jupiter,130.0,957.3,0.0,Disk Kinematics
HD 97658 b,70.0,7.76,Super Earth,2010,8.3,Earth,2.12,Earth,0.0805,0.026009582,0.05,Radial Velocity
HD 98219 b,371.0,8.05,Gas Giant,2011,1.964,Jupiter,1.2,Jupiter,1.26,1.1876796,0.08,Radial Velocity
HD 98649 b,138.0,8.0,Gas Giant,2012,8.38591,Jupiter,1.12,Jupiter,6.29367,15.6,0.84,Radial Velocity
HD 98736 b,106.0,7.93,Gas Giant,2018,2.33,Jupiter,1.19,Jupiter,1.864,2.7,0.23,Radial Velocity
HD 99109 b,179.0,9.1,Gas Giant,2005,0.44,Jupiter,1.28,Jupiter,1.11,1.2027378,0.09,Radial Velocity
HD 99283 b,362.0,5.72916,Gas Giant,2021,0.97,Jupiter,1.23,Jupiter,1.08,0.84982884,0.2,Radial Velocity
HD 99492 b,59.0,7.56727,Neptune-like,2004,22.2481,Earth,0.448,Jupiter,0.12,0.046543464,0.25,Radial Velocity
HD 99706 b,478.0,7.65,Gas Giant,2011,1.23,Jupiter,1.22,Jupiter,1.98,2.3,0.25,Radial Velocity
HD 99706 c,478.0,7.65,Gas Giant,2018,5.69,Jupiter,1.14,Jupiter,,3.5,0.41,Radial Velocity
HIP 105854 b,257.0,5.64,Gas Giant,2014,8.2,Jupiter,1.12,Jupiter,0.81,0.5043121,0.02,Radial Velocity
HIP 107772 b,77.0,10.56,Neptune-like,2020,12.9,Earth,0.325,Jupiter,0.243,0.15112936,0.18,Radial Velocity
HIP 107773 b,343.0,5.62,Gas Giant,2015,1.98,Jupiter,1.19,Jupiter,0.72,0.39507186,0.09,Radial Velocity
HIP 109384 b,192.0,9.61,Gas Giant,2016,1.56,Jupiter,1.21,Jupiter,1.134,1.3675565,0.55,Radial Velocity
HIP 109600 b,216.0,9.18,Gas Giant,2016,2.68,Jupiter,1.18,Jupiter,0.706,0.6354552,0.16,Radial Velocity
HIP 114933 b,332.0,7.25,Gas Giant,2021,1.94,Jupiter,1.2,Jupiter,2.84,4.1,0.21,Radial Velocity
HIP 116454 b,204.0,10.19,Super Earth,2014,12.7132,Earth,0.22,Jupiter,0.0906,0.024914443,0.2,Transit
HIP 12961 b,76.0,10.25,Gas Giant,2010,0.36,Jupiter,1.18,Jupiter,0.25,0.15715264,0.17,Radial Velocity
HIP 14810 b,165.0,8.520001,Gas Giant,2005,3.9,Jupiter,1.16,Jupiter,0.0696,0.0183436,0.14,Radial Velocity
HIP 14810 c,165.0,8.520001,Gas Giant,2006,1.31,Jupiter,1.22,Jupiter,0.549,0.40438056,0.16,Radial Velocity
HIP 14810 d,165.0,8.520001,Gas Giant,2009,0.59,Jupiter,1.26,Jupiter,1.94,2.7,0.19,Radial Velocity
HIP 19976 b,131.0,10.48,Neptune-like,2022,20.59095,Earth,0.428,Jupiter,0.234337,0.13880904,0.3,Radial Velocity
HIP 19976 c,131.0,10.48,Gas Giant,2022,29.89588,Jupiter,1.06,Jupiter,11.460432,46.9,0.41,Radial Velocity
HIP 21152 b,142.0,6.37009,Gas Giant,2022,24.0,Jupiter,1.07,Jupiter,17.0,60.3,0.36,Direct Imaging
HIP 34222 b,74.0,10.14,Gas Giant,2021,0.83,Jupiter,1.24,Jupiter,0.492,0.4380561,0.31,Radial Velocity
HIP 35173 b,108.0,9.01,Neptune-like,2019,12.7,Earth,0.322,Jupiter,0.217,0.11362081,0.16,Radial Velocity
HIP 35965 b,164.0,10.18,Gas Giant,2022,8.01555,Jupiter,1.12,Jupiter,16.015432,71.6,0.14,Radial Velocity
HIP 38594 b,58.0,9.75,Neptune-like,2020,8.1,Earth,0.247,Jupiter,0.256,0.16618754,0.17,Radial Velocity
HIP 38594 c,58.0,9.75,Gas Giant,2020,0.15228,Jupiter,0.708,Jupiter,3.805,9.5,0.16,Radial Velocity
HIP 41378 b,347.0,8.93,Neptune-like,2016,6.83,Earth,0.224,Jupiter,,0.042710472,0.0,Transit
HIP 41378 c,347.0,8.93,Neptune-like,2016,7.08,Earth,0.228,Jupiter,,0.08678987,0.0,Transit
HIP 41378 d,347.0,8.93,Neptune-like,2016,14.9,Earth,0.353,Jupiter,,3.1,0.0,Transit
HIP 41378 e,347.0,8.93,Neptune-like,2016,26.0,Earth,0.492,Jupiter,,0.35865846,0.0,Transit
HIP 41378 f,347.0,8.93,Gas Giant,2016,0.233,Jupiter,0.91,Jupiter,,3.0,0.0,Transit
HIP 4845 b,69.0,10.06,Neptune-like,2020,14.4,Earth,0.347,Jupiter,0.176,0.0936345,0.25,Radial Velocity
HIP 48714 b,34.0,8.99,Neptune-like,2020,22.9,Earth,0.456,Jupiter,0.112,0.04873374,0.5,Radial Velocity
HIP 5158 b,168.0,10.16,Gas Giant,2009,1.42,Jupiter,1.21,Jupiter,0.89,0.946475,0.52,Radial Velocity
HIP 5158 c,168.0,10.16,Gas Giant,2011,15.04,Jupiter,1.09,Jupiter,7.7,24.7,0.14,Radial Velocity
HIP 54373 b,61.0,10.38,Neptune-like,2019,8.62,Earth,0.256,Jupiter,0.063,0.021355236,0.2,Radial Velocity
HIP 54373 c,61.0,10.38,Neptune-like,2019,12.44,Earth,0.318,Jupiter,0.099,0.041341547,0.2,Radial Velocity
HIP 55507 b,83.0,9.8,Gas Giant,2022,8.25957,Jupiter,1.12,Jupiter,5.055931,14.1,0.36,Radial Velocity
HIP 56640 b,399.0,7.94,Gas Giant,2021,6.76984,Jupiter,1.13,Jupiter,4.550828,7.3,0.12,Radial Velocity
HIP 57274 b,84.0,8.97,Neptune-like,2011,6.3566,Earth,0.214,Jupiter,0.07,0.022176592,0.19,Radial Velocity
HIP 57274 c,84.0,8.97,Gas Giant,2011,0.40902,Jupiter,1.27,Jupiter,0.178,0.08761123,0.05,Radial Velocity
HIP 57274 d,84.0,8.97,Gas Giant,2011,0.5267,Jupiter,1.27,Jupiter,1.01,1.1819302,0.27,Radial Velocity
HIP 5763 b,104.0,9.82,Gas Giant,2021,0.51,Jupiter,1.27,Jupiter,0.17,0.08213552,0.05,Radial Velocity
HIP 63242 b,510.0,6.86,Gas Giant,2013,9.18,Jupiter,1.12,Jupiter,0.565,0.34113622,0.23,Radial Velocity
HIP 65407 b,202.0,9.38,Gas Giant,2016,0.428,Jupiter,1.28,Jupiter,0.177,0.07693361,0.14,Radial Velocity
HIP 65407 c,202.0,9.38,Gas Giant,2016,0.784,Jupiter,1.24,Jupiter,0.316,0.18425737,0.12,Radial Velocity
HIP 65426 b,355.0,7.01,Gas Giant,2017,9.0,Jupiter,1.5,Jupiter,92.0,630.7,0.0,Direct Imaging
HIP 65891 b,490.0,6.75,Gas Giant,2015,6.08401,Jupiter,1.14,Jupiter,2.79266,3.0,0.13,Radial Velocity
HIP 65 A b,202.0,11.0,Gas Giant,2020,3.213,Jupiter,2.03,Jupiter,0.01782,0.0027378509,0.0,Transit
HIP 67522 b,415.0,9.79,Gas Giant,2020,0.228,Jupiter,0.898,Jupiter,,0.019164955,0.06,Transit
HIP 67537 b,379.0,6.43,Gas Giant,2017,13.5584,Jupiter,1.1,Jupiter,4.818835,6.9,0.59,Radial Velocity
HIP 67851 b,209.0,6.17,Gas Giant,2015,1.56675,Jupiter,1.21,Jupiter,0.482387,0.24339494,0.06,Radial Velocity
HIP 67851 c,209.0,6.17,Gas Giant,2015,7.64758,Jupiter,1.13,Jupiter,6.032077,10.7,0.36,Radial Velocity
HIP 70849 b,78.0,10.421,Gas Giant,2009,9.0,Jupiter,1.12,Jupiter,20.25,47.5,0.72,Radial Velocity
HIP 71135 b,105.0,10.53,Neptune-like,2019,18.8,Earth,0.406,Jupiter,0.335,0.23874058,0.21,Radial Velocity
